score,at,content
5,2025 01 31 05 59 51,ini shopee knpa akun ku gk bisa cod padahal kl di antar kermh paket nya gk pernah ku retur kl di srh jemput ke kantor pun pasti di jemput e ini mlh pihak spx yg ngeretur tolong lah jangan asal retur sendiri konfirmasi kan dlu orang kl sdh pesan pasti siap bayar dan ambil
5,2025 01 30 23 00 51,tak bs cod
5,2025 01 30 20 19 06,untuk pihak shopee tolong dong di tindak tegas untuk pembeli yang menggunakan fitur cod saya sebagai penjual merasa di rugikan karena pesanan saya kirimkan sesuai yang pembeli pesan namun setelah paket sampai kepada pembeli malah di tolak tanpa ada alesan itu merugikan saya sebagai penjual saya sudah berusaha amanah deskripsi di produk pun sudah lengkap seharusnya tidak terjadi kesalahan saat melakukan pemesanan tetap saja pembeli yg menggunakan fitur cod seenaknya menolak paket
1,2025 01 30 15 26 26,tidak melakukan kesalahan kesalahan apapun masa akun penjual metode cod di bekukan kan aneh
1,2025 01 30 15 24 15,shoppe sekrang sangat jelek pelayanann nya apalagi spx ditempat saya di malinau tidak bertanggung jawab kedua kali nya paket nya belum saya terima tapi mereka kembalikan return tanpa persetujuan padahal itu sudah dibayar dan sudah ada alamat dan nomor rumah dan sudah di share lok malah kurir dan pihak ekpedisi banyak alasan katanya penerima tidak ditempat lah emng itu cod tinggal antar taro dirumah kan udah dibayar udah ada nomor rumah bacaaaaa
1,2025 01 30 14 49 16,ngga bs cod lg y
4,2025 01 30 13 30 52,saya sudah lama pakai dari dulu saya merasa puas tapi semenjak pengiriman menggunakan spx saya kecewa benar pesanan saya gk nyampe malahan dikembalikan sepihak dan saya gk bisa cod lagi
5,2025 01 30 08 26 54,aplikasi n layanan sudah bagus namun mohon untuk pengiriman yang mode transfer atau yang bayar lebih dahulu lebih dipercepat dari cod karena kenyataannya cod justru malah lebih gesit dari pada yang sudah dibayar dahulu n sering malah gagal dikirim itu yang sering sya alami
1,2025 01 30 06 27 15,jangan belanja bayar duluan di online shop macam ini karena kalau sudah bayar akan sulit malah bisa gak mungkin uang kita akan kembali apabila kita ada perubahan dalam niat belanja mending cod atau belanja sekarang bayar nanti kalau mau batal langsung jadi tapi bayar transfer siap siap sabar cs shopee lagi bobok
1,2025 01 30 00 54 39,saya hampir tiap bulan belanja di shopee tapi entah mengapa shopee menon aktifkan cod untuk saya dan shopeepun membatasi akun shopee untuk saya
5,2025 01 29 20 47 11,codnya terbatas
5,2025 01 29 18 18 11,buka lagi akun cod ku pihak shopee
4,2025 01 29 17 34 15,udah brpa tahun ini slalu pkai shoppe cma kdang ada beberapa kendala diakun satunya kdang gak bisa order dikarenan suka ada bcaan voucher anda telah digunakan jika tetap lnjut maka kami akan blokir tpi slebihnya the best apalagi skrng ada vitur cod cek dulu jdi mkin suka
4,2025 01 29 14 55 10,harga trjangkau cuma cod nya trbatas
3,2025 01 29 14 32 03,sangat membantu yang penting tetap ada proses cod
1,2025 01 29 13 44 30,gw setiap ngajuin shopee pay slalu gak di acc padahal gw belanja bnyak bngt slalu cod tpi klo ngaktifin shopee pay gak pernah di acc mndingan akun gw mnta di blokir bae
1,2025 01 29 13 19 13,kurir shopee skarang malas antar paket cod barang udah sampai eh di retur oleh kurir expedisi spx juga gak jelas
5,2025 01 29 12 23 59,serba murah dan sangat bermanfaat buat kita yang sering cod an
1,2025 01 29 12 15 59,gmn ini saya mau check out tpi ga bisa pdhl pke shopee pay tpi slalu ada notif kalau promo nya sudah saya pakai sdgkan saya aja ga pke promo apapun nyoba smua produk jg ttp sama ga bisa checkout mau di transfer shopee pay nya ke akun lain tpi ga bisa jg kesel bgt cod jg ga bisa gajelas
1,2025 01 29 12 11 41,garna tidak boleh cod
5,2025 01 29 10 40 40,suka banget sama shopee apalagi fitur cod cek dulu nya ini bagus banget menghindari dari adanya paket yg tidak sesuai keren shopee
5,2025 01 29 10 27 19,tolong min menu cod di aktifin lagi sya pernah belanja dgn menu tf duluan tpi barang yg datang lain dgn yg dipesan
1,2025 01 29 09 20 56,gk bisa cod najis bgt
5,2025 01 29 07 18 14,saya suka order barang di shopee selain murah bisa cod barangnya yg di order sampai sm seperti yg di order ngga pernah ketipu mudah seterusnya selalu jujur dan memuaskan para pelanggan
2,2025 01 29 06 53 20,kok shopee nya gk bisa cod lagi tolong bantu
5,2025 01 28 23 11 51,sayang gue gak bisa cod di shopee
5,2025 01 28 23 10 28,knapa tdk ada notifikasi pesanan cod berhasil dibuat
3,2025 01 28 22 46 02,kak kenapa shoppe saya tidakk bisa cod hanya karna pernah ga sengaja ke apus truss saya logging ke akun saya truss ga bisa cod tolong dong dii aktifkan kembali cod nya
4,2025 01 28 22 44 17,suka banget sama shopee tapi sayang nya akuu sering gak bisa cod ap mungkin karena ak sering beli btw semenjak ad shopee aku bisa menghasilkan uang suka sama shopee
4,2025 01 28 20 45 58,aku suka aplikasi shopee ini dan aku sering belanja di shopee hanya sbgai saran aja tolong kalo ada barang yg di kembalikan yg tidak jadi di ambil untuk codnya jangan di hilangkan lagipula tidak semuanya kesalahan dari kami pembeli ada juga kesalahan dari para pengantar yang barangnya entah kemana tiba tiba statusnya uda di kembalikan ke tokohnya jadi harus di kenal siapa yg salah dalam artian ini min kalo bkn dari pembeli ya tolong jangan di batasi akun kami untuk codnya maaf
1,2025 01 28 20 39 01,tolong ya dilihat baik yg salah itu siapa pembeli atau penjual jangan kita pembeli yg terus disalahkan banyak penjual yg nakal lain kita pesan lain yg datang lain ujung nya fasilitas cod kita yg diblokir karena menolak barang yg datang terima kasih
5,2025 01 28 20 10 16,belanja aman nyaman bisa cod
5,2025 01 28 19 21 13,awalnya saya ragu karna baru pertama blnja di shopee dan ternyata saya senang karna barang sudah murah gratis ongkir cod cek dulu terimah kasih shopee sudah melayani kami dengan baik
5,2025 01 28 16 48 57,jual burung kok ndak cod
5,2025 01 28 15 01 55,pesanan selalu sampai sesuai waktu yg ditentukan secara cod
1,2025 01 28 13 55 46,aplikasi nya tambah buruk pesan barang gak bisa cod lg
1,2025 01 28 09 27 12,sy sdh lama pake shopee dan gak pernah hutang apapun itu slalu belanja cod tapi tdk bisa bantu ketika ada kendala pengembalian beberapa x maaf mgkn hari trakhir pakr shopee
5,2025 01 28 08 01 46,bagus tapi gak bisa cod pake semua akun kenapa ya
2,2025 01 28 04 34 31,kok gak bisa cod ya ada apa ya coba beri penjelasan nya
1,2025 01 28 01 12 37,mantap makin kesini makin susah belanja gak bisa cod terpaksa pindah halluan
5,2025 01 27 21 59 26,kenapa saya gak bisa pake cod gk keluar cod di apk shopee saya dan di shopee juga tidak ada gratis ongkir
5,2025 01 27 21 07 39,kenapa shopee aku gk bs cod apa masalahnya
1,2025 01 27 20 44 37,mohon maaf knp yaa gk bisa cod lgi
1,2025 01 27 17 52 28,buruk masa gegara retur barang ga bisa lagi sistem cod nya
5,2025 01 27 16 24 39,gg bisa cod beda sama yg sebelah
4,2025 01 27 15 30 02,ahir ini shope gak bisa cod knp paaak klo boleh tau mau order sandal aku paaak
1,2025 01 27 14 10 57,tiba tiba akun saya di blokir sistem cod dengan alasan membatalkan pesanan padahal itu kan hak costumer yah agak lain emang shopee ini
5,2025 01 27 13 57 04,saya suka aplikasi shopee karena sangat membantu kebutuhan sehari hari bagi keluarga apalagi pembayaran bisa lewat cod
5,2025 01 27 13 39 41,mudah order barang dengan sistem cod saya selalu gunakan cod yang tidak tersedia sistem cod saya tidak jadi membeli produknya
5,2025 01 27 08 50 01,punya saya gak bisa cod karena punya besanan
2,2025 01 27 08 47 52,knp aplikasi shopee yg sekarang gk bs bayar cod dgn alasan keamanan dan jg mau top up brizi melalui nfc gk terdukung sedangkan dulu ada
1,2025 01 27 08 08 36,tolong aktif kan metode cod saya
1,2025 01 27 07 27 14,ngelag banget mana tiap mau beli gak bisa fitur cod suka keluar alasan voucher free ongkir gak bisa digunakan padahal kalau habis ya udah jangan terus gak konfirmasi pembelian fitur cod cek dulu gak bisa digunakan cuma karna retur barang yg salah dikirim sama penjualnya retur pengembalian dana mau di tf ke rekening juga dipersulit cuma karna ktp sudah di pakai di akun shopee lain mana hapus akun gak bisa dengan alasan ada kendala banyak banget keluhannya males belanja disini lgi
5,2025 01 27 07 07 44,tolong buat semua bisa cod
5,2025 01 27 06 17 44,tolong biar banyak koin nya jangan dikit ya tapi ongkos kirim gratis dong sama cod ya plis saya udah kasih bintang lima
1,2025 01 27 00 26 24,jujur kecewa bgt walaupun ada fitur cod karna kurir nya selalu dateng saat jam sholat terutama saat mahgrib otomatis rumah sepi trs tiba tiba harus di pulangin barangnya dan mau ga mau mesen ulang membutuhkan waktu yang lama dan membuang kupon gratis ongkir
1,2025 01 26 23 14 25,tolong metode pembayaran shopee di perbaiki kenapa shopee tidak bisa cod
1,2025 01 26 21 28 20,shopee memang urusan hrga barang terbilang murah namun shope pelayanannya jelek sekali asli mengecewakan paketku kesalahan pihak expedisi yang tidak mau mengirimkan paket ke alamt customer akibt tidk ada kurir kami customer mau jemput sendiri malah pihak kantor expedisi tidak mau carikan paketnya para cus malah paketnya dikembalikan ke pihak seller akibatnya berimbas ke akun customer gak bisa cod yang slah pihak expdisi spx shopenya customer yang jadi korbannya
3,2025 01 26 19 16 04,kenapa ga bisa cod yah kak
1,2025 01 26 19 13 57,saya pesan paket cod selalu terlambat waktu di shopee sama sampainya kerumah saya masalahnya saya belum tentu selalu ada di rumah jadi bayar nya gimana dong saya mohon sekali agar pihak shopee mengubah waktu sampai paket makanan sesuai waktu jangan di percepat kalau begini terus saya akan di ban dari shopee karena kebanyakan tidak membayar jadi saya yang disalahkan pihak penjual
5,2025 01 26 19 07 38,shopping harus melayani pelanggan lebih akurat bisa cod di mana saja dan juga kapan saja
4,2025 01 26 17 21 31,hilang muncul codnya saya mau pesan lagi eeeh sudah tidak tersediah lagi kan tidak bagus to
4,2025 01 26 15 26 52,sebulan yang lalu pembayaran menggunakan paylater tidak ada kendala dan minggu ini mengalami masalah ada scane barcode pada pembayaran paylater mohon untuk pihak shopee seger memperbaiki karena pembayaran menggunakan paylater sangat membantu terima kasih
5,2025 01 26 14 23 51,berbelanja online cepat hanya di shopee semoga banyak yang menyediakan transaksi dengan cod sukses
5,2025 01 26 10 14 40,dengan adanya cod cek dulu kita merasa tenang kalau order online apapun gak cocok bisa langsung balikin ke kurir
1,2025 01 26 08 41 02,pengalaman gak enak shopee gk bisa dibatalkan misal ada kesalahan pesanan kalau diretur pasti kalau mau beli gk bisa cod harus tf gk enak
5,2025 01 26 08 00 35,aplikasinya saya suka paling g suka ketemu sama penjual yg kasih produk g bagus tapi saat d komplain ngeyel malah nyalahin pembeli dan penjual kurang percaya sama pembeli yg suka ambil sistem cod dg nominal besar seperti saya mereka cenderung mengirimkan barang rusak kpd pembeli lebih baik penjual lihat track recordnya pembeli saat ada cod dg nominal besar jangan memandang rendah pembeli dan konfirmasi lebih dulu jika tdk berkenan kirim barang batalkan saja
1,2025 01 26 06 43 47,ngak bisa cod shope ngent
5,2025 01 26 06 20 14,dgn ada nya fitur cod cek dulu pembeli merasa aman pesan d shopee
1,2025 01 26 02 58 39,apaan cod cek dulu giliran di cek dulu hasilnya tidak sesuai produk yg saya pesan dan saya balikan ke penjual lalu pembayaran saya menggunakan cod di nonaktifkan
1,2025 01 25 21 46 43,barang yg di pesen tidak sesuai yg di terima apa lagi barang cod
2,2025 01 25 21 38 18,saya tidak merasa pernah membatalkan paketan cod an saya tapi kenapa menu cod saya di tutup padahal tiap memesan barang selalu saya ambil kalo tdk bisa cod lantas bagaimna kami yg tdk punya atm rekening untuk belanja online klo di tutup kami di kalimantan sangat kesusahan jika menu cod nya di tutup akses jaringan saja kmi sulit di tambah shopee mempersulit cara belanja kami
5,2025 01 25 20 18 34,puas dgn pelayanan shopee cod dan return barang
5,2025 01 25 19 52 43,puas bisa tepat cepat cod anya tiba di tempat
5,2025 01 25 18 36 50,plss shopee akhir ini knp ak klo psen paket berminggu kga dteng trs notifnya dlm perjalanan tp smpe sebulan bner g dteng trs tb gbs cod ke smua akun gjls bet pdhl gue gprnh batalin pakett aaa pdhl mauuuu pesennn paketttt weh shoppee ngeselin bgtt
1,2025 01 25 17 19 18,kenapa sekarang tidak bisa buat cod ya dulu bisa sekarang tidak
5,2025 01 25 14 09 54,bisa bisa jelasin nggak min soal nya shopee ku gk bisa cod lgi dan itu berlaku untuk semua barang ku kira barang tertentu doang gimana cara kembaliin mode cod nya min tutor dong
1,2025 01 25 12 54 22,maaf ya bintangnya saya kurangi soalnya saya sdah lama pake shopee dan saya jga sllu belanja dishopee krn pelayanannya jga bagus tpi stlah saya update bru ini koq pelayanan di cod dan cod cek dlu di tiadakan or tdk ada pelayanan lgi ya saya kecwa skli cozx saya blnja shopee dgn cod or cod cek dlu klo tdk dilayani lgi dgn cod berarti saya terpksa hrus pindah blnja ke yg lain aja kecwa banget cozx udah suka bnget blnja tpi yg gmna lgi terpksa dah soalnya smpe skrng cod saya belum di aktif lgi
5,2025 01 25 11 27 30,fitur cod sangat membantu utamakan komunikasi antara shopee kurir dan pembeli agar tidak terjadi kesalapahaman
4,2025 01 25 10 34 34,sekarang shopee ngak kayak dulu lagi klo semua barang bisa cod sekarang banyak barang yg ngak bisa cod
5,2025 01 25 09 08 28,mantap murah gratis ongkir dan bisa cod
5,2025 01 25 07 47 16,ongkir murah bisa cod brg d krim berkualitas pengiriman cepat
5,2025 01 25 03 34 50,sangat bagus bisa cod dan semua produk sesuai dengan kebutuhan kami
5,2025 01 24 22 34 03,kurir tidak antr paket saya sampe ke alamat paket saya cod dan paketnya di kembalikan ke penjual saya tidak bersalah dan kenapa aplikasi saya sudah tidak bisa cod tolong bantu saya min
5,2025 01 24 20 58 52,lumayan lah ada pilihan cod cek dulu
1,2025 01 24 19 27 18,saya menolak pesanan fitur cod saya di blokir padahal jelas jelas pesanan saya tidak sesuai aneeh
5,2025 01 24 19 07 27,kok saya gak bisa cod ya
4,2025 01 24 16 23 18,sayangnya pembelian codnya tidak ada tolong aktipkan codnya
5,2025 01 24 15 55 20,kenapa gak bisa byar cod sekarang
5,2025 01 24 15 45 59,cod gratis ongkir di perbanyak bosss
4,2025 01 24 15 33 29,belanja online jadi lebih mudah bisa cod banyak voucer gratis ongkir biaya pelayanan perlu dikurangi ya shopee biar jadi lebih murah
1,2025 01 24 13 56 21,appny sih lumayan ok tp jasa pakai pengiriman shopee express lamaa nama doang express apalagi shopee express sby timur lama bgt apalagi beli cod kurirny galak marah blng sdh bolak balik kirim padahal salah sendiri gk kirim sesuai di keterangan mending balik aja pakai jnt semua
1,2025 01 24 13 29 42,masa login ke akun yang udah pasti nomer sama emailnya harus verifikasi wajah toh kita penghutang bukan pelanggan cod juga bukan ribet banget sekarang ini shoope ga kaya dulu
5,2025 01 24 11 50 51,bagus untuk cod
5,2025 01 24 11 46 21,semoga makin berkembang dan pembayaran cod makin di perbanyak thanks shopee
3,2025 01 24 11 16 43,buat cod sekarang pengiriman lama bet dah
3,2025 01 24 11 15 58,aga kecewa sh sma shope skrng untuk cod udha gdabgratis ongkir adny di seabank dn spaylater
1,2025 01 24 08 21 43,saya mau hapus akun masa gak bisa cod alasan saya menolak kiriman ketemu kurir saja gak ada kirim ulang gak ada aplikasi sangat buruk pelayanannya mau hapus akun susah gak nelasssss
5,2025 01 24 07 07 43,belanja lebih enak di shopee tapi kalau bisa penjual penipu harus di hapuskan misalkan harga miring dari harga biasanya dan penipuan kalau bisa belanja elektronik gadget dan lsin lain bisa di tingkatkan kualitas cod cek dulu kalau berani supaya tidak ada dusta di antara kita
5,2025 01 24 03 44 12,kenapa saya mau pesan gabisa cod padahal lokasi suda saya atur dan alamat lengkap
5,2025 01 24 01 49 44,kadang original kadang penipu jainal selagi bisa cod kita retur aja
5,2025 01 23 23 59 26,kenapa gak bisa cod lagi kakak
4,2025 01 23 19 10 22,suka bgt sama shopee tapi saya tidak bisa cod lagi
5,2025 01 23 18 50 45,tolong ya dipaket itu kalo cod ditulis harga brp yang harus dibayar terkadang yg terima paket bukan selalu yg pesan atau yg pegang hp
1,2025 01 23 18 15 07,tak bisa cod
5,2025 01 23 17 48 21,semenjak ada shopee memudahkan sekali untuk mencari barang yang kita butuhkan mencari apapun ada di shopee meudah belanjanya cukup di rumah bisa beli apapun dan cod sangat memudah untuk pembayaran kebanyakan orang kampung kan gak punya rekening bank seperti saya sopee mantap
1,2025 01 23 17 45 47,soppe ngk bisa cod ngk bisa guna kan vocer anjir ngk tu kasi bintang satu buat yg lain pindah ke apk sebelah
4,2025 01 23 17 05 28,kenapa banyak yg gabisa cod nih tolong di perbaiki nih aplikasi
1,2025 01 23 16 53 51,karapa di wilayah saya gaada sistem cod padahal saya sudah membeli gratis ongkir tapi gaada gunanya karena saya gakbisa membeli barang
5,2025 01 23 16 14 32,terumakasih akun saya sudah di pulihkan dan sekarang sudah bisa cod
5,2025 01 23 15 54 23,berbelanja di shopee mudah aman bisa cod dan bisa gratis ongkir
5,2025 01 23 14 18 19,aplikasi yg memudahkan berbelanja secara online memberikan jaminan pada konsumen sehingga konsumen merasa aman dan nyaman berbelanja melalui keranjang orange ini alhamdulillah bisa di cod dan ongkir betul betul terjangkau terima kasih shopee
